"","x"
"b_Intercept",164.376568836793
"b_Lambda:option_chosenll",-0.779536471311924
"b_Lambda:option_chosenss",2.03649736301271
"sd_subj_id__Intercept",70.4738799181318
"sd_subj_id__option_chosenss",67.0146249574458
"cor_subj_id__Intercept__option_chosenss",-0.581759153552949
"sigma",60.300337597892
"temp_Intercept",165.473986382125
"r_subj_id[1322,Intercept]",5.26870814538165
"r_subj_id[1402,Intercept]",34.3891227938922
"r_subj_id[1408,Intercept]",52.2761282572932
"r_subj_id[1474,Intercept]",118.310082184089
"r_subj_id[1879,Intercept]",169.782804647507
"r_subj_id[2045,Intercept]",-92.9323807468172
"r_subj_id[2249,Intercept]",-21.4189566165975
"r_subj_id[2261,Intercept]",-61.8755556066657
"r_subj_id[2752,Intercept]",-102.369241497771
"r_subj_id[2758,Intercept]",-0.416083126776204
"r_subj_id[3713,Intercept]",-3.91014906413831
"r_subj_id[3720,Intercept]",22.0343864460895
"r_subj_id[4037,Intercept]",65.0624700173775
"r_subj_id[4413,Intercept]",5.83459262418413
"r_subj_id[4422,Intercept]",60.4360861127875
"r_subj_id[4441,Intercept]",43.6621073416881
"r_subj_id[5181,Intercept]",72.0915591665765
"r_subj_id[5390,Intercept]",19.509765124426
"r_subj_id[5399,Intercept]",-19.2532024538747
"r_subj_id[5571,Intercept]",-27.485121896113
"r_subj_id[5752,Intercept]",9.25573439928223
"r_subj_id[5778,Intercept]",-15.0289796908789
"r_subj_id[5781,Intercept]",6.71502731161354
"r_subj_id[5813,Intercept]",24.2115643837068
"r_subj_id[5950,Intercept]",-25.087545044339
"r_subj_id[5953,Intercept]",17.1035063557458
"r_subj_id[5966,Intercept]",-23.1131839955554
"r_subj_id[5985,Intercept]",52.8713785794872
"r_subj_id[6022,Intercept]",-3.07537032965948
"r_subj_id[6076,Intercept]",52.4613762797942
"r_subj_id[6131,Intercept]",40.7001820787914
"r_subj_id[6147,Intercept]",-11.129358080541
"r_subj_id[6179,Intercept]",-40.4079200169971
"r_subj_id[6306,Intercept]",-45.8380222959362
"r_subj_id[6343,Intercept]",-42.2205130838351
"r_subj_id[6573,Intercept]",5.55926137165699
"r_subj_id[6688,Intercept]",-21.8626628217367
"r_subj_id[6703,Intercept]",-1.64101844500671
"r_subj_id[6920,Intercept]",-15.5467951187731
"r_subj_id[7331,Intercept]",199.418471478261
"r_subj_id[7500,Intercept]",-6.09307794364622
"r_subj_id[7502,Intercept]",-268.162263532703
"r_subj_id[7921,Intercept]",23.6045872202077
"r_subj_id[7993,Intercept]",-2.51728564025746
"r_subj_id[7998,Intercept]",43.8593278388358
"r_subj_id[8044,Intercept]",-45.5870414875879
"r_subj_id[8946,Intercept]",45.6646441323062
"r_subj_id[9155,Intercept]",52.8364629583356
"r_subj_id[9709,Intercept]",35.7581891350216
"r_subj_id[9711,Intercept]",-17.3308933590652
"r_subj_id[9792,Intercept]",63.6647555876595
"r_subj_id[9864,Intercept]",-5.96627178454214
"r_subj_id[9970,Intercept]",50.0694281146272
"r_subj_id[1322,option_chosenss]",-99.2989467706346
"r_subj_id[1402,option_chosenss]",-113.234449359332
"r_subj_id[1408,option_chosenss]",63.1889353407156
"r_subj_id[1474,option_chosenss]",7.58253586271421
